114	4392
9	1	0.632120558829
9	2	0.550671035883
9	3	0.972676277553
9	4	0.999986325804
9	8	0.994483435579
9	12	0.329679953964
9	13	0.181269246922
9	14	0.181269246922
9	18	0.451188363906
9	19	0.329679953964
9	20	0.181269246922
9	26	0.632120558829
9	28	0.181269246922
9	30	0.181269246922
9	35	0.181269246922
9	46	0.181269246922
9	47	0.999999981398
9	48	0.834701111778
9	62	0.999388747239
9	65	0.972676277553
9	70	0.181269246922
9	76	0.329679953964
9	78	0.834701111778
9	81	0.181269246922
9	82	0.550671035883
9	83	0.329679953964
9	84	0.550671035883
9	86	0.181269246922
9	90	0.329679953964
9	101	0.329679953964
9	113	0.329679953964
10	1	0.329679953964
10	2	0.181269246922
10	3	0.451188363906
10	4	0.451188363906
10	5	0.550671035883
10	6	0.909282046711
10	8	0.181269246922
10	11	0.181269246922
10	12	0.451188363906
10	14	0.999999442610
10	16	0.999999998618
10	17	1.000000000000
10	18	0.329679953964
10	19	0.950212931632
10	20	0.181269246922
10	22	0.798103482005
10	24	0.181269246922
10	26	0.181269246922
10	27	0.181269246922
10	28	0.889196841638
10	30	0.632120558829
10	31	0.181269246922
10	34	0.181269246922
10	35	0.966626730040
10	38	0.698805788088
10	40	0.632120558829
10	41	0.451188363906
10	42	0.181269246922
10	43	0.181269246922
10	44	0.181269246922
10	45	0.181269246922
10	46	0.864664716763
10	47	0.181269246922
10	49	0.451188363906
10	53	0.329679953964
10	55	0.329679953964
10	58	0.834701111778
10	59	0.181269246922
10	63	0.632120558829
10	64	0.329679953964
10	65	0.632120558829
10	69	0.181269246922
10	72	0.181269246922
10	73	0.999962829681
10	74	0.950212931632
10	75	0.329679953964
10	76	0.698805788088
10	78	0.181269246922
10	83	0.451188363906
10	84	0.329679953964
10	85	0.329679953964
10	86	0.329679953964
10	89	0.329679953964
10	91	0.329679953964
10	92	0.181269246922
10	93	0.909282046711
10	95	0.181269246922
10	96	0.329679953964
10	97	0.329679953964
10	99	0.939189937375
10	101	0.329679953964
10	113	0.798103482005
11	1	0.550671035883
11	2	0.181269246922
11	3	0.550671035883
11	4	0.989948164255
11	6	0.329679953964
11	10	0.181269246922
11	12	0.181269246922
11	14	0.329679953964
11	16	0.994483435579
11	18	0.329679953964
11	22	0.632120558829
11	24	0.451188363906
11	28	0.181269246922
11	30	0.181269246922
11	39	0.632120558829
11	50	0.181269246922
11	52	0.550671035883
11	57	0.451188363906
11	72	0.181269246922
11	76	0.864664716763
11	84	0.181269246922
11	93	0.999590265021
11	101	0.181269246922
11	102	0.999815894206
11	105	0.451188363906
11	110	0.329679953964
11	112	0.329679953964
12	1	1.000000000000
12	2	0.550671035883
12	3	0.889196841638
12	4	0.977629228144
12	6	0.997970569364
12	7	0.181269246922
12	8	0.993262053001
12	9	0.329679953964
12	10	0.451188363906
12	11	0.181269246922
12	13	0.999590265021
12	14	0.329679953964
12	15	0.451188363906
12	16	0.550671035883
12	17	0.451188363906
12	19	0.632120558829
12	20	0.181269246922
12	23	0.329679953964
12	24	0.834701111778
12	25	0.550671035883
12	26	0.999815894206
12	27	0.632120558829
12	28	0.329679953964
12	30	0.451188363906
12	31	0.939189937375
12	32	0.181269246922
12	33	0.181269246922
12	34	0.972676277553
12	35	0.993262053001
12	36	0.181269246922
12	37	0.909282046711
12	38	0.451188363906
12	39	0.181269246922
12	42	0.329679953964
12	43	0.451188363906
12	44	0.632120558829
12	45	0.950212931632
12	46	0.991770252951
12	47	0.329679953964
12	48	0.550671035883
12	49	0.181269246922
12	52	0.181269246922
12	53	0.181269246922
12	54	0.753403036058
12	57	0.753403036058
12	58	0.550671035883
12	60	0.181269246922
12	61	0.181269246922
12	63	0.977629228144
12	64	0.864664716763
12	65	0.998639631962
12	66	0.989948164255
12	67	0.632120558829
12	68	0.864664716763
12	69	0.999992495442
12	70	0.550671035883
12	71	0.329679953964
12	72	0.999253414192
12	74	0.999849266925
12	75	0.329679953964
12	76	0.632120558829
12	77	0.798103482005
12	78	1.000000000000
12	81	0.798103482005
12	82	0.181269246922
12	83	0.550671035883
12	85	0.950212931632
12	87	0.550671035883
12	88	0.939189937375
12	89	0.451188363906
12	90	0.451188363906
12	92	0.181269246922
12	93	0.997970569364
12	95	0.889196841638
12	96	0.451188363906
12	100	0.550671035883
12	102	0.753403036058
12	106	0.999992495442
12	107	0.329679953964
12	109	0.550671035883
12	112	0.991770252951
12	113	0.972676277553
13	1	0.998639631962
13	2	0.632120558829
13	3	0.181269246922
13	4	0.864664716763
13	6	0.329679953964
13	7	0.181269246922
13	8	0.925726421786
13	9	0.181269246922
13	12	0.999590265021
13	15	0.181269246922
13	17	0.632120558829
13	19	0.977629228144
13	25	0.329679953964
13	27	0.329679953964
13	31	0.550671035883
13	42	0.181269246922
13	43	0.939189937375
13	44	0.889196841638
13	45	0.909282046711
13	46	0.550671035883
13	47	0.181269246922
13	48	0.181269246922
13	57	0.329679953964
13	58	0.329679953964
13	63	0.864664716763
13	65	0.181269246922
13	66	0.798103482005
13	67	0.181269246922
13	68	0.329679953964
13	69	0.999088118034
13	71	0.181269246922
13	74	0.329679953964
13	75	0.950212931632
13	76	0.698805788088
13	78	0.991770252951
13	83	0.985004423180
13	85	0.181269246922
13	88	0.889196841638
13	89	0.181269246922
13	90	0.329679953964
13	93	0.329679953964
13	99	0.181269246922
13	101	0.451188363906
13	106	0.181269246922
13	107	0.181269246922
13	110	0.181269246922
13	113	0.181269246922
14	1	0.181269246922
14	2	0.329679953964
14	3	0.451188363906
14	4	0.550671035883
14	6	0.864664716763
14	8	0.451188363906
14	9	0.181269246922
14	10	0.999999442610
14	11	0.329679953964
14	12	0.329679953964
14	16	0.939189937375
14	17	0.939189937375
14	18	0.329679953964
14	19	0.181269246922
14	23	0.329679953964
14	25	0.181269246922
14	26	0.181269246922
14	27	0.329679953964
14	30	0.181269246922
14	31	0.451188363906
14	34	0.985004423180
14	35	1.000000000000
14	37	0.329679953964
14	38	0.181269246922
14	39	0.181269246922
14	40	0.632120558829
14	41	0.181269246922
14	43	0.181269246922
14	45	0.181269246922
14	47	0.959237796022
14	48	0.181269246922
14	49	0.181269246922
14	50	0.181269246922
14	52	0.181269246922
14	53	0.181269246922
14	57	0.451188363906
14	58	0.181269246922
14	62	0.181269246922
14	63	1.000000000000
14	64	0.999986325804
14	65	0.181269246922
14	69	0.181269246922
14	72	0.329679953964
14	74	0.550671035883
14	76	0.329679953964
14	78	0.550671035883
14	80	0.181269246922
14	83	0.181269246922
14	84	0.329679953964
14	85	0.329679953964
14	88	0.753403036058
14	89	0.329679953964
14	90	0.181269246922
14	91	0.329679953964
14	92	0.181269246922
14	93	0.753403036058
14	99	0.451188363906
14	101	0.181269246922
14	102	0.451188363906
14	105	0.181269246922
14	113	0.925726421786
15	1	0.451188363906
15	3	0.329679953964
15	4	0.181269246922
15	6	0.950212931632
15	12	0.451188363906
15	13	0.181269246922
15	17	0.889196841638
15	19	0.181269246922
15	23	0.329679953964
15	24	0.451188363906
15	25	0.753403036058
15	28	0.181269246922
15	29	0.181269246922
15	30	0.329679953964
15	31	0.999815894206
15	34	0.181269246922
15	35	0.451188363906
15	36	0.181269246922
15	40	0.181269246922
15	44	0.181269246922
15	46	0.181269246922
15	47	0.181269246922
15	49	0.181269246922
15	54	0.181269246922
15	56	0.181269246922
15	57	0.181269246922
15	59	0.181269246922
15	60	0.329679953964
15	63	0.995483419057
15	64	0.181269246922
15	65	0.451188363906
15	68	0.181269246922
15	70	0.181269246922
15	72	0.550671035883
15	74	0.995483419057
15	76	0.451188363906
15	77	0.181269246922
15	78	0.181269246922
15	83	0.329679953964
15	86	0.181269246922
15	88	0.994483435579
15	91	0.181269246922
15	98	0.181269246922
15	99	0.181269246922
15	108	0.999999749548
16	1	0.909282046711
16	3	0.698805788088
16	4	0.798103482005
16	5	0.181269246922
16	6	0.991770252951
16	10	0.999999998618
16	11	0.994483435579
16	12	0.550671035883
16	14	0.939189937375
16	17	0.999944548401
16	19	0.329679953964
16	24	0.632120558829
16	27	0.329679953964
16	28	0.329679953964
16	31	0.834701111778
16	34	0.181269246922
16	35	0.985004423180
16	40	0.181269246922
16	43	0.329679953964
16	45	0.181269246922
16	47	0.181269246922
16	49	0.329679953964
16	51	0.181269246922
16	52	0.550671035883
16	53	0.181269246922
16	57	0.329679953964
16	58	0.329679953964
16	61	0.698805788088
16	63	0.977629228144
16	64	0.181269246922
16	65	0.329679953964
16	71	0.181269246922
16	73	0.698805788088
16	74	0.698805788088
16	76	0.632120558829
16	80	0.181269246922
16	83	0.329679953964
16	88	0.451188363906
16	90	0.181269246922
16	93	0.995483419057
16	96	0.181269246922
16	102	0.993262053001
16	104	0.181269246922
16	113	0.329679953964
17	1	0.632120558829
17	3	0.329679953964
17	4	0.329679953964
17	6	0.834701111778
17	8	0.550671035883
17	10	1.000000000000
17	12	0.451188363906
17	13	0.632120558829
17	14	0.939189937375
17	15	0.889196841638
17	16	0.999944548401
17	19	0.329679953964
17	22	0.889196841638
17	23	0.181269246922
17	24	0.451188363906
17	25	0.329679953964
17	28	0.959237796022
17	29	0.451188363906
17	31	0.972676277553
17	35	0.753403036058
17	36	0.181269246922
17	37	0.632120558829
17	38	0.451188363906
17	39	0.181269246922
17	41	0.329679953964
17	42	0.181269246922
17	46	0.981684361111
17	47	0.181269246922
17	48	0.181269246922
17	49	0.909282046711
17	52	0.181269246922
17	53	0.329679953964
17	54	0.329679953964
17	56	0.329679953964
17	58	0.181269246922
17	61	0.329679953964
17	63	0.995483419057
17	65	0.181269246922
17	67	0.181269246922
17	69	0.698805788088
17	72	0.889196841638
17	73	0.999954600070
17	74	0.550671035883
17	75	0.181269246922
17	76	0.753403036058
17	77	0.329679953964
17	81	0.451188363906
17	85	0.181269246922
17	86	0.181269246922
17	88	0.753403036058
17	90	0.181269246922
17	91	0.329679953964
17	99	0.329679953964
17	103	0.181269246922
17	106	0.329679953964
17	107	0.329679953964
17	108	0.632120558829
17	110	0.329679953964
17	113	0.181269246922
18	2	0.181269246922
18	3	0.550671035883
18	4	0.329679953964
18	7	0.181269246922
18	8	0.329679953964
18	9	0.451188363906
18	10	0.329679953964
18	11	0.329679953964
18	14	0.329679953964
18	19	0.939189937375
18	33	0.181269246922
18	34	0.181269246922
18	37	0.181269246922
18	39	0.181269246922
18	41	0.181269246922
18	47	0.999996627985
18	53	0.329679953964
18	54	0.181269246922
18	60	0.181269246922
18	65	0.999993855788
18	69	0.181269246922
18	80	0.181269246922
18	84	0.181269246922
18	87	0.181269246922
18	113	0.451188363906
19	1	0.889196841638
19	2	0.329679953964
19	3	0.753403036058
19	4	0.451188363906
19	5	0.181269246922
19	7	0.329679953964
19	8	0.753403036058
19	9	0.329679953964
19	10	0.950212931632
19	12	0.632120558829
19	13	0.977629228144
19	14	0.181269246922
19	15	0.181269246922
19	16	0.329679953964
19	17	0.329679953964
19	18	0.939189937375
19	20	0.181269246922
19	21	0.181269246922
19	22	0.451188363906
19	23	0.329679953964
19	25	0.329679953964
19	27	0.181269246922
19	31	0.451188363906
19	34	0.181269246922
19	35	0.834701111778
19	37	0.181269246922
19	38	0.181269246922
19	39	0.550671035883
19	41	0.632120558829
19	42	0.329679953964
19	43	0.632120558829
19	44	0.987722660097
19	45	0.550671035883
19	46	0.632120558829
19	47	0.329679953964
19	48	0.181269246922
19	49	0.998338442727
19	50	0.181269246922
19	53	0.329679953964
19	54	0.550671035883
19	56	0.181269246922
19	57	0.329679953964
19	58	0.329679953964
19	63	0.632120558829
19	64	0.329679953964
19	65	0.864664716763
19	66	0.181269246922
19	67	0.181269246922
19	69	0.995483419057
19	70	0.181269246922
19	72	0.181269246922
19	73	1.000000000000
19	75	0.889196841638
19	76	0.181269246922
19	77	0.181269246922
19	78	0.864664716763
19	83	0.451188363906
19	84	0.181269246922
19	85	0.181269246922
19	86	0.939189937375
19	89	0.864664716763
19	90	0.329679953964
19	91	0.329679953964
19	93	0.550671035883
19	95	0.181269246922
19	99	0.999898960598
19	100	0.329679953964
19	101	0.451188363906
19	102	0.550671035883
19	106	0.999849266925
19	107	0.181269246922
19	109	0.329679953964
19	113	0.181269246922
20	1	0.181269246922
20	3	0.632120558829
20	4	0.329679953964
20	6	0.329679953964
20	9	0.181269246922
20	10	0.181269246922
20	12	0.181269246922
20	19	0.181269246922
20	31	0.329679953964
20	33	0.181269246922
20	38	0.181269246922
20	46	0.995483419057
20	55	0.181269246922
20	71	0.834701111778
20	72	0.181269246922
20	87	0.995483419057
20	93	0.329679953964
20	96	0.329679953964
20	101	0.181269246922
20	106	0.753403036058
20	107	0.181269246922
21	3	0.834701111778
21	4	0.834701111778
21	8	0.181269246922
21	19	0.181269246922
21	25	0.181269246922
21	27	0.181269246922
21	30	0.181269246922
21	32	0.329679953964
21	39	0.329679953964
21	41	0.753403036058
21	44	0.181269246922
21	45	0.329679953964
21	54	0.181269246922
21	56	0.329679953964
21	58	0.632120558829
21	59	0.329679953964
21	64	0.181269246922
21	69	0.181269246922
21	72	0.181269246922
21	73	0.329679953964
21	76	0.181269246922
21	78	0.181269246922
21	84	0.181269246922
21	86	0.181269246922
21	87	0.451188363906
21	88	0.451188363906
21	96	0.181269246922
22	3	0.834701111778
22	4	0.451188363906
22	6	0.632120558829
22	8	0.451188363906
22	10	0.798103482005
22	11	0.632120558829
22	17	0.889196841638
22	19	0.451188363906
22	24	0.451188363906
22	25	0.329679953964
22	31	0.550671035883
22	32	0.181269246922
22	34	0.181269246922
22	37	0.329679953964
22	38	0.181269246922
22	39	0.451188363906
22	41	0.451188363906
22	42	0.698805788088
22	50	0.181269246922
22	52	0.451188363906
22	63	0.834701111778
22	64	0.181269246922
22	70	0.834701111778
22	71	0.181269246922
22	72	0.181269246922
22	74	0.977629228144
22	77	0.329679953964
22	81	0.329679953964
22	83	0.451188363906
22	84	0.181269246922
22	86	0.181269246922
22	89	0.181269246922
22	90	0.181269246922
22	99	0.181269246922
22	105	0.798103482005
22	107	0.451188363906
22	110	0.753403036058
23	3	0.181269246922
23	4	0.181269246922
23	5	0.999999832117
23	6	0.181269246922
23	12	0.329679953964
23	14	0.329679953964
23	15	0.329679953964
23	17	0.181269246922
23	19	0.329679953964
23	25	0.181269246922
23	28	0.999998484856
23	30	0.181269246922
23	31	0.753403036058
23	35	0.181269246922
23	38	0.181269246922
23	39	0.181269246922
23	41	0.329679953964
23	45	0.550671035883
23	48	0.329679953964
23	50	0.181269246922
23	53	0.451188363906
23	54	0.999999999962
23	57	0.987722660097
23	64	0.181269246922
23	65	0.329679953964
23	66	0.181269246922
23	70	0.181269246922
23	71	0.864664716763
23	72	1.000000000000
23	74	0.451188363906
23	78	0.181269246922
23	87	0.181269246922
23	91	0.329679953964
23	102	0.181269246922
23	105	0.181269246922
23	108	0.181269246922
23	113	0.181269246922
24	1	0.181269246922
24	2	0.181269246922
24	3	0.698805788088
24	4	0.997970569364
24	6	0.950212931632
24	8	0.329679953964
24	10	0.181269246922
24	11	0.451188363906
24	12	0.834701111778
24	15	0.451188363906
24	16	0.632120558829
24	17	0.451188363906
24	22	0.451188363906
24	25	0.181269246922
24	27	0.181269246922
24	30	0.329679953964
24	31	0.950212931632
24	35	0.998886224852
24	37	0.181269246922
24	39	0.550671035883
24	40	0.181269246922
24	46	0.329679953964
24	48	0.329679953964
24	49	0.181269246922
24	50	0.889196841638
24	51	0.451188363906
24	52	0.999979600497
24	53	0.329679953964
24	55	0.181269246922
24	56	0.181269246922
24	57	0.987722660097
24	58	0.181269246922
24	60	0.181269246922
24	63	0.999388747239
24	65	0.451188363906
24	69	0.181269246922
24	70	0.329679953964
24	72	0.329679953964
24	73	0.181269246922
24	74	0.889196841638
24	77	0.451188363906
24	78	0.181269246922
24	80	0.451188363906
24	83	0.181269246922
24	86	0.329679953964
24	87	0.550671035883
24	89	0.181269246922
24	90	0.999253414192
24	91	1.000000000000
24	95	0.753403036058
24	96	0.959237796022
24	97	0.181269246922
24	100	0.181269246922
24	105	0.329679953964
24	110	0.451188363906
25	1	0.181269246922
25	3	0.451188363906
25	4	0.864664716763
25	6	0.329679953964
25	8	0.698805788088
25	12	0.550671035883
25	13	0.329679953964
25	14	0.181269246922
25	15	0.753403036058
25	17	0.329679953964
25	19	0.329679953964
25	21	0.181269246922
25	22	0.329679953964
25	23	0.181269246922
25	24	0.181269246922
25	27	1.000000000000
25	28	0.181269246922
25	29	0.181269246922
25	31	0.329679953964
25	32	0.181269246922
25	34	0.329679953964
25	35	0.181269246922
25	37	0.329679953964
25	38	0.997521247823
25	39	0.329679953964
25	41	0.181269246922
25	43	0.181269246922
25	44	0.753403036058
25	45	0.632120558829
25	46	0.329679953964
25	49	0.181269246922
25	52	0.181269246922
25	53	0.451188363906
25	54	0.329679953964
25	56	0.181269246922
25	57	0.451188363906
25	58	0.181269246922
25	63	0.753403036058
25	64	0.181269246922
25	65	0.939189937375
25	66	0.181269246922
25	68	0.181269246922
25	69	0.834701111778
25	70	0.181269246922
25	73	0.451188363906
25	74	0.550671035883
25	78	0.834701111778
25	83	0.181269246922
25	84	0.550671035883
25	85	0.925726421786
25	86	0.181269246922
25	87	0.181269246922
25	89	0.181269246922
25	90	0.632120558829
25	92	0.999954600070
25	93	0.329679953964
25	95	0.632120558829
25	96	0.181269246922
25	97	0.909282046711
25	98	0.181269246922
25	99	0.181269246922
25	101	0.181269246922
25	103	0.753403036058
25	105	0.925726421786
25	109	0.181269246922
25	110	0.181269246922
26	1	0.999999319202
